Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR29920154_2	(1.0, 3.2616764859187186)	(2.0, 1.1530381766201767)	(3.0, 0.9192715325930723)	(4.0, 0.6191657058015195)	(5.0, 0.6239042188561229)	(6.0, 0.6065296709892436)	(7.0, 0.5086004011941053)	(8.0, 0.34117293993144954)	(9.0, 0.4406817140781223)	('>10', 5.4145409170602266)	('>50', 1.7485113171486786)	('>100', 4.672173871839017)	('>500', 1.8764511696229724)	('>1k', 45.93356604697446)	('>5k', 31.880715831372115)	('>10k+', 0.0)
SRR29920155_1	(1.0, 4.104483002730543)	(2.0, 2.08041377118338)	(3.0, 1.1832353323605473)	(4.0, 0.9072915613216406)	(5.0, 0.8162734588323678)	(6.0, 0.4334195356632041)	(7.0, 0.5056561249404048)	(8.0, 0.3467356285305633)	(9.0, 0.3900775820968837)	('>10', 9.876186485978879)	('>50', 9.312741089616711)	('>100', 19.95319069014837)	('>500', 11.674877558981175)	('>1k', 38.41541817761532)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920155_2	(1.0, 3.2448675903318547)	(2.0, 1.150006501293035)	(3.0, 0.8191629224034557)	(4.0, 0.6414609127815422)	(5.0, 0.7801551641937674)	(6.0, 0.5461086149356372)	(7.0, 0.4854298799427886)	(8.0, 0.43919846280538016)	(9.0, 0.23404654925813026)	('>10', 4.711270352659029)	('>50', 1.3407110969848448)	('>100', 1.4562896398283658)	('>500', 7.240995709146597)	('>1k', 49.347703598826875)	('>5k', 27.562593004608694)	('>10k+', 0.0)
SRR29920156_1	(1.0, 4.488146551724138)	(2.0, 2.3168103448275863)	(3.0, 1.3658405172413794)	(4.0, 0.959051724137931)	(5.0, 0.8822737068965518)	(6.0, 0.6384698275862069)	(7.0, 0.4808728448275862)	(8.0, 0.5280172413793104)	(9.0, 0.3515625)	('>10', 8.212553879310343)	('>50', 6.769935344827586)	('>100', 33.01050646551724)	('>500', 19.071928879310345)	('>1k', 20.924030172413794)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920156_2	(1.0, 3.1627155172413794)	(2.0, 1.2796336206896552)	(3.0, 0.9172952586206897)	(4.0, 0.959051724137931)	(5.0, 0.7273706896551724)	(6.0, 0.581896551724138)	(7.0, 0.5185883620689655)	(8.0, 0.5711206896551724)	(9.0, 0.4485452586206896)	('>10', 4.737338362068966)	('>50', 1.4291487068965518)	('>100', 3.10614224137931)	('>500', 6.769935344827586)	('>1k', 74.7912176724138)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920157_1	(1.0, 3.5234977425410765)	(2.0, 1.9611189548973669)	(3.0, 1.149674956945371)	(4.0, 0.8688501698912385)	(5.0, 0.6904255814314306)	(6.0, 0.539928319860984)	(7.0, 0.4561463391929002)	(8.0, 0.35995221324065596)	(9.0, 0.3211642592276543)	('>10', 7.043892448761113)	('>50', 5.521853133290925)	('>100', 13.940390672272818)	('>500', 2.573968628302794)	('>1k', 52.40407738972584)	('>5k', 8.645059190417824)	('>10k+', 0.0)
SRR29920157_2	(1.0, 2.9478845049881306)	(2.0, 1.12950522085861)	(3.0, 0.7307650536049525)	(4.0, 0.6206072642080275)	(5.0, 0.5585465377872247)	(6.0, 0.5771647557134657)	(7.0, 0.4887282205638217)	(8.0, 0.5213101019347431)	(9.0, 0.3490915861170155)	('>10', 4.97261570446682)	('>50', 2.128682916233535)	('>100', 5.157246365568708)	('>500', 3.027011931174654)	('>1k', 38.09442539524925)	('>5k', 22.106030751089943)	('>10k+', 16.590383690441097)
SRR29920158_1	(1.0, 4.361066800258395)	(2.0, 2.2649071229878843)	(3.0, 1.3170210802473203)	(4.0, 0.9017441630522195)	(5.0, 0.7316783779151781)	(6.0, 0.44296204500810776)	(7.0, 0.3968201653197633)	(8.0, 0.3374948914347488)	(9.0, 0.2017059312090491)	('>10', 8.934386247083175)	('>50', 6.678707500032958)	('>100', 24.254808643033236)	('>500', 24.407736015714608)	('>1k', 24.76896101670336)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920158_2	(1.0, 2.9135301174640422)	(2.0, 1.2814259159163117)	(3.0, 0.838463870908204)	(4.0, 0.8226437978722002)	(5.0, 0.6591697098334937)	(6.0, 0.6960832135841694)	(7.0, 0.46141879688344556)	(8.0, 0.49569562179478727)	(9.0, 0.41527691719510107)	('>10', 4.951682860269205)	('>50', 1.2128722660936284)	('>100', 0.9188825755078903)	('>500', 10.416199754788869)	('>1k', 65.62561797160296)	('>5k', 8.291036610285685)	('>10k+', 0.0)
SRR29920159_1	(1.0, 4.897123554099704)	(2.0, 2.5263588903674887)	(3.0, 1.320503633944109)	(4.0, 1.0318353976865595)	(5.0, 0.7574982086191012)	(6.0, 0.626471491452554)	(7.0, 0.6162350291739175)	(8.0, 0.5241068686661889)	(9.0, 0.44221517043709696)	('>10', 11.95209335653598)	('>50', 6.829767632306274)	('>100', 33.21527280171973)	('>500', 16.425427372300135)	('>1k', 18.835090592691166)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920159_2	(1.0, 3.7301668543351414)	(2.0, 1.6255502098474768)	(3.0, 1.3696386528815643)	(4.0, 0.8762411710512846)	(5.0, 0.7574982086191012)	(6.0, 0.6141877367181902)	(7.0, 0.4585935100829153)	(8.0, 0.3603234722080049)	(9.0, 0.27638448152318557)	('>10', 4.948305865492886)	('>50', 1.9551642952195722)	('>100', 11.931620431978708)	('>500', 16.26164397584195)	('>1k', 54.834681134200025)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920160_1	(1.0, 5.373720429287634)	(2.0, 2.7983758744924607)	(3.0, 1.5669379896681217)	(4.0, 1.1437503574219867)	(5.0, 0.8482815150879736)	(6.0, 0.777750243046951)	(7.0, 0.5737814293066966)	(8.0, 0.5795001810938066)	(9.0, 0.5833126822852132)	('>10', 15.215692254903828)	('>50', 11.054347204483502)	('>100', 44.54717017099068)	('>500', 12.82144150670047)	('>1k', 2.1159381612306754)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920160_2	(1.0, 3.539907356221049)	(2.0, 1.4754379610743629)	(3.0, 1.0808440877637775)	(4.0, 0.8768752740235232)	(5.0, 0.7815627442383576)	(6.0, 0.7663127394727312)	(7.0, 0.44034388760746485)	(8.0, 0.48800015250004763)	(9.0, 0.3774376179492556)	('>10', 4.2528450790140875)	('>50', 1.023656569892678)	('>100', 5.613908004346251)	('>500', 6.235345698545531)	('>1k', 73.04752282735089)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920161_1	(1.0, 4.752868413192065)	(2.0, 2.7129126913007573)	(3.0, 1.7025987032839598)	(4.0, 1.026127598264017)	(5.0, 0.8346072074921371)	(6.0, 0.6536292235517369)	(7.0, 0.799465851387205)	(8.0, 0.604431325004832)	(9.0, 0.6325444098887776)	('>10', 15.101997786094564)	('>50', 11.50352292094952)	('>100', 27.20819496424367)	('>500', 13.71742835556024)	('>1k', 18.749670549786515)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920161_2	(1.0, 2.953630980619542)	(2.0, 1.2369757348936095)	(3.0, 1.0067998524063042)	(4.0, 0.6957988508776554)	(5.0, 0.6676857659937097)	(6.0, 0.5798323757313795)	(7.0, 0.45508056155887056)	(8.0, 0.5482051552369406)	(9.0, 0.3162722049443888)	('>10', 4.255618224307276)	('>50', 2.1611934004533233)	('>100', 4.633387802435296)	('>500', 6.873649254124717)	('>1k', 62.65879500289916)	('>5k', 10.957074833517826)	('>10k+', 0.0)
SRR29920162_1	(1.0, 4.662700989687508)	(2.0, 2.3690157674623995)	(3.0, 1.4806348546639998)	(4.0, 0.9715042730602385)	(5.0, 0.7857755149751929)	(6.0, 0.45977608644829465)	(7.0, 0.5182221991324)	(8.0, 0.42600722134192276)	(9.0, 0.47925812400966306)	('>10', 10.800841624022652)	('>50', 10.159233187001584)	('>100', 32.70124944800894)	('>500', 10.45016494791802)	('>1k', 23.73561576226719)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920162_2	(1.0, 2.9326960542379923)	(2.0, 1.2962048990830455)	(3.0, 0.9896875081175156)	(4.0, 0.7688910824220069)	(5.0, 0.7533054523729121)	(6.0, 0.5610826817674105)	(7.0, 0.4636724939605683)	(8.0, 0.467568901472842)	(9.0, 0.43250123386237893)	('>10', 5.014676468296231)	('>50', 1.3403641842221472)	('>100', 4.576980024417487)	('>500', 2.6885211834688416)	('>1k', 63.72314725822792)	('>5k', 13.990700574070708)	('>10k+', 0.0)
SRR29920163_1	(1.0, 4.746546077241517)	(2.0, 2.696636685564182)	(3.0, 1.5511479825101)	(4.0, 0.9775723619677801)	(5.0, 0.7398294235980648)	(6.0, 0.588538462817337)	(7.0, 0.5004239471977922)	(8.0, 0.5054115612894645)	(9.0, 0.34414537232539194)	('>10', 12.96280902425643)	('>50', 7.662637782839282)	('>100', 25.265590450381552)	('>500', 21.28048679113535)	('>1k', 20.178224076875757)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920163_2	(1.0, 2.7564880546642505)	(2.0, 1.3499808808126486)	(3.0, 0.9077457646843671)	(4.0, 0.784717950423116)	(5.0, 0.6234517614590434)	(6.0, 0.6483898319174051)	(7.0, 0.570250544481205)	(8.0, 0.4921112570450049)	(9.0, 0.38903389915044306)	('>10', 4.590267502369116)	('>50', 0.962609519692763)	('>100', 3.0723702804701656)	('>500', 4.857936125288866)	('>1k', 58.107366706013394)	('>5k', 19.887279921528204)	('>10k+', 0.0)
SRR29920164_1	(1.0, 5.540222147425109)	(2.0, 2.742062156400763)	(3.0, 1.4203971726691351)	(4.0, 0.7988331650398294)	(5.0, 0.7741501178054527)	(6.0, 0.6866374957926624)	(7.0, 0.8167844721193761)	(8.0, 0.4846852911477617)	(9.0, 0.4039044092898014)	('>10', 18.285650173903285)	('>50', 12.622012790306295)	('>100', 39.874340850443176)	('>500', 12.864355435880176)	('>1k', 2.6859643217771794)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920164_2	(1.0, 3.3232357231010883)	(2.0, 1.5034219679120386)	(3.0, 1.2386401884887244)	(4.0, 0.7898575115000561)	(5.0, 0.7292718501065859)	(6.0, 0.6462470548636823)	(7.0, 0.5183439919219118)	(8.0, 0.39492875575002806)	(9.0, 0.2625378660383709)	('>10', 4.247728037697745)	('>50', 0.6081005273196455)	('>100', 10.512734208459554)	('>500', 11.978009648827555)	('>1k', 63.24694266801302)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920165_1	(1.0, 4.802687742681684)	(2.0, 2.4812050780712145)	(3.0, 1.2557486299672294)	(4.0, 1.073995538787762)	(5.0, 0.7504199597940132)	(6.0, 0.4874287445267535)	(7.0, 0.5493900256106629)	(8.0, 0.3965521989370198)	(9.0, 0.5452592735384022)	('>10', 10.778509073885385)	('>50', 9.000908765455899)	('>100', 36.52824057500069)	('>500', 18.82796794536392)	('>1k', 12.521686448379368)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920165_2	(1.0, 2.7896345661333406)	(2.0, 1.3521328449866439)	(3.0, 1.0120342577038526)	(4.0, 0.9418114724754221)	(5.0, 0.709112439071407)	(6.0, 0.6443973232726572)	(7.0, 0.5590284471126042)	(8.0, 0.45162889323382815)	(9.0, 0.42133671137058354)	('>10', 4.338666593231074)	('>50', 1.001018918844491)	('>100', 4.955525569355327)	('>500', 5.554484619833118)	('>1k', 66.66758461157161)	('>5k', 8.601602731804036)	('>10k+', 0.0)
SRR29920166_1	(1.0, 5.455906139101466)	(2.0, 2.8100330734133214)	(3.0, 1.4122588899886537)	(4.0, 0.859425922796514)	(5.0, 0.6880235617893441)	(6.0, 0.6373270888153924)	(7.0, 0.6759529729860223)	(8.0, 0.5793882625594476)	(9.0, 0.5431764961494822)	('>10', 17.00987374164112)	('>50', 13.026579436544914)	('>100', 47.0294280955025)	('>500', 9.272626318711827)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920166_2	(1.0, 3.3314825097168237)	(2.0, 1.8009318494556164)	(3.0, 1.1225647587089298)	(4.0, 0.8014870965405694)	(5.0, 0.6638823841827004)	(6.0, 0.6228423822514062)	(7.0, 0.3210776621683606)	(8.0, 0.40557178379161335)	(9.0, 0.3259058976896893)	('>10', 3.893971947951621)	('>50', 1.1273929942302585)	('>100', 8.311807449967409)	('>500', 11.015619341911497)	('>1k', 66.25546194143351)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920167_1	(1.0, 5.314189819131084)	(2.0, 2.598048356019641)	(3.0, 1.4171172851016223)	(4.0, 0.9447448567344148)	(5.0, 0.7251331137215903)	(6.0, 0.6712660824165579)	(7.0, 0.6961277891727267)	(8.0, 0.6629788468311683)	(9.0, 0.522095841879545)	('>10', 13.390100897093252)	('>50', 8.854911222988791)	('>100', 49.44579112022707)	('>500', 12.59452628089585)	('>1k', 2.1629684877866864)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920167_2	(1.0, 3.4392027679366852)	(2.0, 1.5704311434313298)	(3.0, 1.2182236310522718)	(4.0, 0.8121490873681811)	(5.0, 0.6733378913129053)	(6.0, 0.6339735222823046)	(7.0, 0.7251331137215903)	(8.0, 0.563532019806493)	(9.0, 0.428864441543912)	('>10', 4.340439637847806)	('>50', 0.8763751631549506)	('>100', 6.926057140489361)	('>500', 11.999917127644146)	('>1k', 65.79236331240807)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920168_1	(1.0, 4.788306451612903)	(2.0, 2.4891439205955335)	(3.0, 1.2639578163771712)	(4.0, 0.92535153019024)	(5.0, 0.7043527708850289)	(6.0, 0.6668734491315136)	(7.0, 0.5970843672456576)	(8.0, 0.5686517783291977)	(9.0, 0.546681141439206)	('>10', 10.220223325062035)	('>50', 9.668372622001655)	('>100', 38.17204301075269)	('>500', 10.666098014888338)	('>1k', 18.722859801488834)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920168_2	(1.0, 3.254239040529363)	(2.0, 1.3673490488006617)	(3.0, 1.1398883374689825)	(4.0, 0.8684863523573202)	(5.0, 0.620347394540943)	(6.0, 0.5738213399503722)	(7.0, 0.4613833746898263)	(8.0, 0.5376344086021506)	(9.0, 0.3838399503722084)	('>10', 4.6681141439205955)	('>50', 0.816790736145575)	('>100', 5.125620347394541)	('>500', 3.5295181968569067)	('>1k', 68.72673697270471)	('>5k', 7.926230355665839)	('>10k+', 0.0)
SRR29920169_1	(1.0, 5.199613650998068)	(2.0, 2.5917578879587895)	(3.0, 1.2942691564713458)	(4.0, 1.0173857050869286)	(5.0, 0.8612363168061816)	(6.0, 0.5988409529942048)	(7.0, 0.7211848036059241)	(8.0, 0.6052801030264005)	(9.0, 0.6084996780424984)	('>10', 12.158725048293626)	('>50', 9.533161622665807)	('>100', 37.00740502253703)	('>500', 16.86735350933677)	('>1k', 10.935286542176433)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920169_2	(1.0, 3.1712813908564073)	(2.0, 1.5582743077913714)	(3.0, 1.0238248551191242)	(4.0, 0.8370895041854475)	(5.0, 0.6600128783000644)	(6.0, 0.6761107533805538)	(7.0, 0.5746941403734708)	(8.0, 0.42498390212491954)	(9.0, 0.39117836445589177)	('>10', 4.357694784288474)	('>50', 1.313586606567933)	('>100', 6.722472633612362)	('>500', 6.867353509336767)	('>1k', 71.4214423696072)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920170_1	(1.0, 4.985563749379334)	(2.0, 2.578295970722916)	(3.0, 1.401327767254538)	(4.0, 1.0813395369365724)	(5.0, 0.6344594221821727)	(6.0, 0.6179083068208986)	(7.0, 0.6050352170954632)	(8.0, 0.44136307630064187)	(9.0, 0.4468801147543998)	('>10', 12.527355315666549)	('>50', 7.6319031943652655)	('>100', 31.41217794288026)	('>500', 18.25404123066738)	('>1k', 17.38234915497361)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920170_2	(1.0, 4.04582819942255)	(2.0, 1.4638542030637953)	(3.0, 1.1530610368354268)	(4.0, 1.0224911267631536)	(5.0, 0.8551409603324934)	(6.0, 0.8606579987862515)	(7.0, 0.45055814039023856)	(8.0, 0.2648178457803851)	(9.0, 0.3144711918642073)	('>10', 5.117972672269526)	('>50', 1.1935193188296522)	('>100', 1.1034076907516046)	('>500', 10.053883075565038)	('>1k', 72.10033653934568)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920171_1	(1.0, 5.4161642523248705)	(2.0, 2.7650683008209316)	(3.0, 1.5361490560116284)	(4.0, 0.9249929799639913)	(5.0, 0.7185213326506004)	(6.0, 0.7928511256834211)	(7.0, 0.5896830247270445)	(8.0, 0.47571067541005274)	(9.0, 0.35678300655753953)	('>10', 13.189408830379412)	('>50', 13.656860639896928)	('>100', 36.57190994532631)	('>500', 19.170479509753722)	('>1k', 3.8354173204935496)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920171_2	(1.0, 2.8955583819229944)	(2.0, 1.3511504600188302)	(3.0, 0.946466031284584)	(4.0, 0.8919575163938489)	(5.0, 0.7598156621132786)	(6.0, 0.4063362019127534)	(7.0, 0.4162468409837961)	(8.0, 0.2907120794172544)	(9.0, 0.32705108934441124)	('>10', 4.230191110156753)	('>50', 1.0026263193538265)	('>100', 4.297913810475546)	('>500', 5.507011777142763)	('>1k', 76.67696271947936)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920172_1	(1.0, 4.200259846583729)	(2.0, 2.1997971060921566)	(3.0, 1.457632548454269)	(4.0, 0.9966718280029189)	(5.0, 0.7830992934308648)	(6.0, 0.608681723530354)	(7.0, 0.5357111075515688)	(8.0, 0.44138323811557834)	(9.0, 0.3363767419509851)	('>10', 7.001619591720505)	('>50', 6.382259241461548)	('>100', 16.776122590634845)	('>500', 10.09486180077242)	('>1k', 48.18552334169826)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920172_2	(1.0, 3.04340861765177)	(2.0, 1.3419474255610728)	(3.0, 0.98777297239575)	(4.0, 0.7902183779165999)	(5.0, 0.6852118817520068)	(6.0, 0.533931336430135)	(7.0, 0.49833591400145943)	(8.0, 0.49833591400145943)	(9.0, 0.3523946820438892)	('>10', 4.896150355064339)	('>50', 1.0233683948244257)	('>100', 3.883460586968516)	('>500', 5.999608450353285)	('>1k', 52.70614199014007)	('>5k', 22.759713100895222)	('>10k+', 0.0)
SRR29920173_1	(1.0, 4.266011297777126)	(2.0, 2.0064558726432398)	(3.0, 1.1609566429462255)	(4.0, 0.8950187073582275)	(5.0, 0.6602597021495121)	(6.0, 0.47318611987381703)	(7.0, 0.4621817915046585)	(8.0, 0.3374660699875284)	(9.0, 0.42916880639718286)	('>10', 9.733328442520724)	('>50', 7.81307314210256)	('>100', 11.332624165505099)	('>500', 5.351771696867434)	('>1k', 55.07849754236667)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920173_2	(1.0, 3.024356246790404)	(2.0, 1.313183185386252)	(3.0, 0.9298657471938963)	(4.0, 0.7849754236666421)	(5.0, 0.6602597021495121)	(6.0, 0.594233731934561)	(7.0, 0.42366664221260364)	(8.0, 0.3227936321619837)	(9.0, 0.42916880639718286)	('>10', 4.029418237840217)	('>50', 0.9188614188247377)	('>100', 11.05384784681975)	('>500', 7.8424180177536496)	('>1k', 32.25368645000366)	('>5k', 35.41926491086494)	('>10k+', 0.0)
SRR29920174_1	(1.0, 5.942684766214177)	(2.0, 2.863441234481958)	(3.0, 1.5106160807518274)	(4.0, 0.8075182735816221)	(5.0, 0.7657500870170553)	(6.0, 0.7379046293073442)	(7.0, 0.8121591831999071)	(8.0, 0.631163708086785)	(9.0, 0.5847546119039332)	('>10', 19.5150249448892)	('>50', 14.284719805081798)	('>100', 45.603898364079356)	('>500', 5.940364311405035)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920174_2	(1.0, 4.211625478593804)	(2.0, 1.7078547395289478)	(3.0, 1.0442046641141665)	(4.0, 1.0302819352593109)	(5.0, 0.7193409908342034)	(6.0, 0.5569091541942222)	(7.0, 0.6822137138879221)	(8.0, 0.3712727694628147)	(9.0, 0.33414549251653325)	('>10', 5.355609699501103)	('>50', 0.7123796264067758)	('>100', 7.427775844065438)	('>500', 10.801717136558766)	('>1k', 65.044668755076)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920175_1	(1.0, 5.32366343177154)	(2.0, 2.5948728651431354)	(3.0, 1.4087446519878952)	(4.0, 0.8695954641900587)	(5.0, 0.7739399631291524)	(6.0, 0.636543879787123)	(7.0, 0.6330654979303627)	(8.0, 0.6261087342168423)	(9.0, 0.42262339559636863)	('>10', 13.497860795158093)	('>50', 12.198685171658145)	('>100', 39.04309715120526)	('>500', 19.551984416849283)	('>1k', 2.419214581376744)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920175_2	(1.0, 3.1548923440815333)	(2.0, 1.3774392152770532)	(3.0, 1.0591672753834915)	(4.0, 0.7443737173466903)	(5.0, 0.7217642352777488)	(6.0, 0.5530627152248774)	(7.0, 0.5234964694424153)	(8.0, 0.473059932519392)	(9.0, 0.3600125221746844)	('>10', 4.360151657448955)	('>50', 0.8226373091237957)	('>100', 6.099342585829072)	('>500', 6.2750008695954635)	('>1k', 63.29089707468086)	('>5k', 10.184702076593968)	('>10k+', 0.0)
SRR29920176_1	(1.0, 5.177091735719)	(2.0, 2.3758891251741585)	(3.0, 1.4904304465791596)	(4.0, 1.0412847400454646)	(5.0, 0.687467918163819)	(6.0, 0.5939722812935396)	(7.0, 0.6288039891471731)	(8.0, 0.5866392901664589)	(9.0, 0.5609738212216763)	('>10', 14.499156706020386)	('>50', 9.217569846740485)	('>100', 36.217643176651755)	('>500', 20.01723252914864)	('>1k', 6.905844393928283)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920176_2	(1.0, 3.2833467771504)	(2.0, 1.2686074649849675)	(3.0, 1.0284520055730733)	(4.0, 0.8359609884872039)	(5.0, 0.5958055290753098)	(6.0, 0.5169758744591919)	(7.0, 0.4748111754784777)	(8.0, 0.4253134853706827)	(9.0, 0.2969861406467698)	('>10', 5.100095328884652)	('>50', 0.8652929529955269)	('>100', 2.843367309525555)	('>500', 7.138666862213097)	('>1k', 65.33878419007112)	('>5k', 9.987533915083963)	('>10k+', 0.0)
SRR29920177_1	(1.0, 4.746632456703015)	(2.0, 2.745349583066068)	(3.0, 1.4393842206542655)	(4.0, 1.0673508659397049)	(5.0, 0.6670942912123156)	(6.0, 0.6465683130211674)	(7.0, 0.5747273893521488)	(8.0, 0.4105195638229635)	(9.0, 0.18473380372033354)	('>10', 9.500962155227711)	('>50', 11.281590763309813)	('>100', 19.273893521488134)	('>500', 13.05708787684413)	('>1k', 34.40410519563823)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920177_2	(1.0, 3.86914688903143)	(2.0, 1.7395766516998077)	(3.0, 1.1930724823604875)	(4.0, 1.0981398332264272)	(5.0, 0.6286080821039127)	(6.0, 0.600384862091084)	(7.0, 0.3232841565105837)	(8.0, 0.47209749839640797)	(9.0, 0.4387427838357921)	('>10', 3.681847338037204)	('>50', 0.7568954457985888)	('>100', 15.173829377806285)	('>500', 13.636946760744067)	('>1k', 56.387427838357915)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920178_1	(1.0, 5.211734090371422)	(2.0, 2.6590962857818785)	(3.0, 1.4407381121362668)	(4.0, 1.088242252188313)	(5.0, 0.8753252898036433)	(6.0, 0.6671398154719659)	(7.0, 0.7286491601608706)	(8.0, 0.5867045185710906)	(9.0, 0.553584102200142)	('>10', 13.88455169150698)	('>50', 8.795836290513366)	('>100', 29.14123491838183)	('>500', 17.16820440028389)	('>1k', 17.19895907262834)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920178_2	(1.0, 3.061272770286255)	(2.0, 1.4998817127986752)	(3.0, 1.171043293115685)	(4.0, 0.8516678495386799)	(5.0, 0.7215519280813816)	(6.0, 0.48261178140525196)	(7.0, 0.5133664537497042)	(8.0, 0.41637094866335467)	(9.0, 0.36195883605393897)	('>10', 3.6929264253607763)	('>50', 0.7854270167967825)	('>100', 4.43813579370712)	('>500', 15.959309202744262)	('>1k', 66.04447598769812)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920179_1	(1.0, 4.437342630253728)	(2.0, 2.2506294789850863)	(3.0, 1.3306217315514237)	(4.0, 1.0613984117760993)	(5.0, 0.7650590741816774)	(6.0, 0.6856478791400349)	(7.0, 0.5694363742010459)	(8.0, 0.6817741623087352)	(9.0, 0.3486345148169669)	('>10', 9.88378849506101)	('>50', 6.374201045903545)	('>100', 12.393957001743171)	('>500', 18.349796629866358)	('>1k', 40.86771257021112)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920179_2	(1.0, 3.1086577571179546)	(2.0, 1.2473368196784815)	(3.0, 0.8773968622893668)	(4.0, 0.7747433662599265)	(5.0, 0.6779004454774357)	(6.0, 0.5229517722254503)	(7.0, 0.5829943831105946)	(8.0, 0.3408870811543676)	(9.0, 0.22661243463102848)	('>10', 5.229517722254503)	('>50', 1.1253147394925431)	('>100', 4.646523339143909)	('>500', 5.944218477629285)	('>1k', 61.87487894634902)	('>5k', 12.820065853186133)	('>10k+', 0.0)
SRR29920180_1	(1.0, 4.099824539415967)	(2.0, 2.240255671136734)	(3.0, 1.3206542173204663)	(4.0, 1.0214312570497557)	(5.0, 0.7206416844216067)	(6.0, 0.5263817520992605)	(7.0, 0.40575260057651336)	(8.0, 0.5138488532397544)	(9.0, 0.5075824038100012)	('>10', 8.006955758867026)	('>50', 5.014726156159919)	('>100', 14.536596064669757)	('>500', 16.165872916405565)	('>1k', 44.919476124827675)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920180_2	(1.0, 2.555144754981827)	(2.0, 1.137360571500188)	(3.0, 0.813071813510465)	(4.0, 0.6893094372728412)	(5.0, 0.6423110665496929)	(6.0, 0.5263817520992605)	(7.0, 0.44961774658478504)	(8.0, 0.4511843589422233)	(9.0, 0.33838826920666754)	('>10', 4.624639679157789)	('>50', 2.2136232610602833)	('>100', 3.553076826670009)	('>500', 5.544241132974057)	('>1k', 47.56548439654092)	('>5k', 28.89616493294899)	('>10k+', 0.0)
SRR29920181_1	(1.0, 5.788610777134113)	(2.0, 2.8068641381571755)	(3.0, 1.5018034757897039)	(4.0, 0.9705978795496775)	(5.0, 0.9181331293037491)	(6.0, 0.6820417531970707)	(7.0, 0.6273909716908952)	(8.0, 0.5946005027871898)	(9.0, 0.4328341895289103)	('>10', 15.227893758880754)	('>50', 11.518198710241556)	('>100', 50.280905016941745)	('>500', 8.650125696797465)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920181_2	(1.0, 3.526068422778446)	(2.0, 1.626407257623784)	(3.0, 1.213247349437097)	(4.0, 0.8481801289758444)	(5.0, 0.8853426604000437)	(6.0, 0.5377636900207673)	(7.0, 0.4896710022953328)	(8.0, 0.5596240026232375)	(9.0, 0.2557656574489015)	('>10', 5.445403869275331)	('>50', 0.5137173461580501)	('>100', 8.103617881735708)	('>500', 8.265384194993988)	('>1k', 67.72980653623347)	('>5k', 0.0)	('>10k+', 0.0)
SRR29920182_1	(1.0, 2.9596146232017952)	(2.0, 1.4957546962298183)	(3.0, 1.0822225155074567)	(4.0, 0.7654744621882011)	(5.0, 0.6983854647837754)	(6.0, 0.5279134221987594)	(7.0, 0.4003343451673925)	(8.0, 0.3607408385024856)	(9.0, 0.43552857331397654)	('>10', 6.777088557476574)	('>50', 3.12898684615723)	('>100', 5.406713299018961)	('>500', 6.28766882231314)	('>1k', 63.42879767718094)	('>5k', 6.2447758567594915)	('>10k+', 0.0)
